timestamp,parameter,value
2025-01-01 07:55:30,BATT_CURRENT_2,1.9337
2025-01-01 07:55:40,BATT_TEMP_1,21.8593
2025-01-01 07:55:50,BATT_TEMP_2,29.7969
2025-01-01 07:56:00,BATT_SOC,77.3232
2025-01-01 07:56:10,SOLAR_PANEL_VOLT_A,30.5084
2025-01-01 07:56:20,SOLAR_PANEL_VOLT_B,30.2955
2025-01-01 07:56:30,SOLAR_PANEL_CURR_A,5.6721
2025-01-01 07:56:40,SOLAR_PANEL_CURR_B,5.664
2025-01-01 07:56:50,SOLAR_POWER_TOTAL,113.0224
2025-01-01 07:57:00,BUS_VOLTAGE,28.5003
2025-01-01 07:57:10,BUS_CURRENT,9.9046
2025-01-01 07:57:20,THRUSTER_TEMP_1,24.3653
2025-01-01 07:57:30,THRUSTER_TEMP_2,26.191
2025-01-01 07:57:40,PAYLOAD_TEMP_CAM,22.8625
2025-01-01 07:57:50,PAYLOAD_TEMP_SENSOR,20.7684
2025-01-01 07:58:00,OBC_TEMP,36.0716
2025-01-01 07:58:10,TRANS_TEMP,32.0111
2025-01-01 07:58:20,STRUCT_TEMP_PANEL_X,5.5745
2025-01-01 07:58:30,STRUCT_TEMP_PANEL_Y,31.9821
2025-01-01 07:58:40,STRUCT_TEMP_PANEL_Z,4.4072
2025-01-01 07:58:50,RADIATOR_TEMP,-4.6749
2025-01-01 07:59:00,GYRO_X,-0.0393
2025-01-01 07:59:10,GYRO_Y,-0.0319
2025-01-01 07:59:20,GYRO_Z,-0.0108
2025-01-01 07:59:30,MAGNETOMETER_X,-35.4529
2025-01-01 07:59:40,MAGNETOMETER_Y,-9.2092
2025-01-01 07:59:50,MAGNETOMETER_Z,-25.9052
2025-01-01 08:00:00,REACTION_WHEEL_SPD_X,-1495.5419
2025-01-01 08:00:10,REACTION_WHEEL_SPD_Y,888.0179
2025-01-01 08:00:20,REACTION_WHEEL_SPD_Z,-899.812
2025-01-01 08:00:30,ATTITUDE_ROLL,-0.0857
2025-01-01 08:00:40,ATTITUDE_PITCH,1.0267
2025-01-01 08:00:50,ATTITUDE_YAW,2.6705
2025-01-01 08:01:00,STAR_TRACKER_VALID,0.2463
2025-01-01 08:01:10,SUN_SENSOR_ANGLE,141.3901
2025-01-01 08:01:20,RF_SIGNAL_STRENGTH,-75.2349
2025-01-01 08:01:30,RF_NOISE_FLOOR,-99.1684
2025-01-01 08:01:40,TX_POWER,3.9632
2025-01-01 08:01:50,LINK_MARGIN,12.0959
2025-01-01 08:02:00,DATA_RATE_KBPS,138.4539
2025-01-01 08:02:10,PACKET_LOSS_RATE,1.3229
2025-01-01 08:02:20,CPU_USAGE,46.9244
2025-01-01 08:02:30,MEMORY_USAGE,58.0251
2025-01-01 08:02:40,FLASH_WRITE_RATE,2.8951
2025-01-01 08:02:50,WATCHDOG_COUNTER,25.7723
2025-01-01 08:03:00,TANK_PRESSURE,291.9779
2025-01-01 08:03:10,THRUSTER_VALVE_TEMP,17.2435
2025-01-01 08:03:20,BATT_VOLTAGE_1,27.8537
2025-01-01 08:03:30,BATT_VOLTAGE_2,28.4447
2025-01-01 08:03:40,BATT_CURRENT_1,2.6359
2025-01-01 08:03:50,BATT_CURRENT_2,2.9088
2025-01-01 08:04:00,BATT_TEMP_1,29.2718
2025-01-01 08:04:10,BATT_TEMP_2,22.4312
2025-01-01 08:04:20,BATT_SOC,73.74
2025-01-01 08:04:30,SOLAR_PANEL_VOLT_A,29.8862
2025-01-01 08:04:40,SOLAR_PANEL_VOLT_B,30.6885
2025-01-01 08:04:50,SOLAR_PANEL_CURR_A,5.9351
2025-01-01 08:05:00,SOLAR_PANEL_CURR_B,4.1096
2025-01-01 08:05:10,SOLAR_POWER_TOTAL,118.2649
2025-01-01 08:05:20,BUS_VOLTAGE,28.851
2025-01-01 08:05:30,BUS_CURRENT,8.9326
2025-01-01 08:05:40,THRUSTER_TEMP_1,21.1715
2025-01-01 08:05:50,THRUSTER_TEMP_2,22.8262
2025-01-01 08:06:00,PAYLOAD_TEMP_CAM,22.9962
2025-01-01 08:06:10,PAYLOAD_TEMP_SENSOR,24.8071
2025-01-01 08:06:20,OBC_TEMP,37.1415
2025-01-01 08:06:30,TRANS_TEMP,34.4777
2025-01-01 08:06:40,STRUCT_TEMP_PANEL_X,21.1442
2025-01-01 08:06:50,STRUCT_TEMP_PANEL_Y,12.8823
2025-01-01 08:07:00,STRUCT_TEMP_PANEL_Z,11.9258
2025-01-01 08:07:10,RADIATOR_TEMP,-15.5745
2025-01-01 08:07:20,GYRO_X,0.0445
2025-01-01 08:07:30,GYRO_Y,-0.0391
2025-01-01 08:07:40,GYRO_Z,-0.0118
2025-01-01 08:07:50,MAGNETOMETER_X,2.8264
2025-01-01 08:08:00,MAGNETOMETER_Y,-28.4758
2025-01-01 08:08:10,MAGNETOMETER_Z,-26.3764
2025-01-01 08:08:20,REACTION_WHEEL_SPD_X,1183.2985
2025-01-01 08:08:30,REACTION_WHEEL_SPD_Y,1206.9342
2025-01-01 08:08:40,REACTION_WHEEL_SPD_Z,414.1625
2025-01-01 08:08:50,ATTITUDE_ROLL,0.3105
2025-01-01 08:09:00,ATTITUDE_PITCH,1.2973
2025-01-01 08:09:10,ATTITUDE_YAW,-0.9166
2025-01-01 08:09:20,STAR_TRACKER_VALID,0.57
2025-01-01 08:09:30,SUN_SENSOR_ANGLE,52.3641
2025-01-01 08:09:40,RF_SIGNAL_STRENGTH,-63.5544
2025-01-01 08:09:50,RF_NOISE_FLOOR,-88.638
2025-01-01 08:10:00,TX_POWER,3.1102
2025-01-01 08:10:10,LINK_MARGIN,20.0318
2025-01-01 08:10:20,DATA_RATE_KBPS,156.0522
2025-01-01 08:10:30,PACKET_LOSS_RATE,1.3158
2025-01-01 08:10:40,CPU_USAGE,33.7615
2025-01-01 08:10:50,MEMORY_USAGE,59.1379
2025-01-01 08:11:00,FLASH_WRITE_RATE,1.4859
2025-01-01 08:11:10,WATCHDOG_COUNTER,69.2663
2025-01-01 08:11:20,TANK_PRESSURE,302.1587
2025-01-01 08:11:30,THRUSTER_VALVE_TEMP,19.5239
2025-01-01 08:11:40,BATT_VOLTAGE_1,27.3838
2025-01-01 08:11:50,BATT_VOLTAGE_2,27.1621
2025-01-01 08:12:00,BATT_CURRENT_1,2.2535
2025-01-01 08:12:10,BATT_CURRENT_2,2.7732
2025-01-01 08:12:20,BATT_TEMP_1,20.725
2025-01-01 08:12:30,BATT_TEMP_2,19.2661
2025-01-01 08:12:40,BATT_SOC,80.3201
2025-01-01 08:12:50,SOLAR_PANEL_VOLT_A,29.1121
2025-01-01 08:13:00,SOLAR_PANEL_VOLT_B,29.9867
2025-01-01 08:13:10,SOLAR_PANEL_CURR_A,4.3626
2025-01-01 08:13:20,SOLAR_PANEL_CURR_B,6.6855
2025-01-01 08:13:30,SOLAR_POWER_TOTAL,90.9724
2025-01-01 08:13:40,BUS_VOLTAGE,27.9406
2025-01-01 08:13:50,BUS_CURRENT,8.2857
2025-01-01 08:14:00,THRUSTER_TEMP_1,25.0584
2025-01-01 08:14:10,THRUSTER_TEMP_2,25.2885
2025-01-01 08:14:20,PAYLOAD_TEMP_CAM,21.3399
2025-01-01 08:14:30,PAYLOAD_TEMP_SENSOR,24.5234
2025-01-01 08:14:40,OBC_TEMP,43.6648
2025-01-01 08:14:50,TRANS_TEMP,42.2633
2025-01-01 08:15:00,STRUCT_TEMP_PANEL_X,2.6931
2025-01-01 08:15:10,STRUCT_TEMP_PANEL_Y,11.7997
2025-01-01 08:15:20,STRUCT_TEMP_PANEL_Z,5.5282
2025-01-01 08:15:30,RADIATOR_TEMP,-21.451
2025-01-01 08:15:40,GYRO_X,-0.0193
2025-01-01 08:15:50,GYRO_Y,-0.0229
2025-01-01 08:16:00,GYRO_Z,0.0203
2025-01-01 08:16:10,MAGNETOMETER_X,-15.9659
2025-01-01 08:16:20,MAGNETOMETER_Y,-33.5056
2025-01-01 08:16:30,MAGNETOMETER_Z,16.1542
2025-01-01 08:16:40,REACTION_WHEEL_SPD_X,1245.4418
2025-01-01 08:16:50,REACTION_WHEEL_SPD_Y,-1660.5019
2025-01-01 08:17:00,REACTION_WHEEL_SPD_Z,-1357.9116
2025-01-01 08:17:10,ATTITUDE_ROLL,0.2775
2025-01-01 08:17:20,ATTITUDE_PITCH,1.267
2025-01-01 08:17:30,ATTITUDE_YAW,2.0674
2025-01-01 08:17:40,STAR_TRACKER_VALID,0.5188
2025-01-01 08:17:50,SUN_SENSOR_ANGLE,76.3797
2025-01-01 08:18:00,RF_SIGNAL_STRENGTH,-74.8835
2025-01-01 08:18:10,RF_NOISE_FLOOR,-97.4427
2025-01-01 08:18:20,TX_POWER,2.8694
2025-01-01 08:18:30,LINK_MARGIN,9.288
2025-01-01 08:18:40,DATA_RATE_KBPS,90.2024
2025-01-01 08:18:50,PACKET_LOSS_RATE,0.8026
2025-01-01 08:19:00,CPU_USAGE,21.19
2025-01-01 08:19:10,MEMORY_USAGE,52.5489
2025-01-01 08:19:20,FLASH_WRITE_RATE,2.1147
2025-01-01 08:19:30,WATCHDOG_COUNTER,39.1741
2025-01-01 08:19:40,TANK_PRESSURE,308.4348
2025-01-01 08:19:50,THRUSTER_VALVE_TEMP,16.5527
2025-01-01 08:20:00,BATT_VOLTAGE_1,27.9989
2025-01-01 08:20:10,BATT_VOLTAGE_2,28.0341
2025-01-01 08:20:20,BATT_CURRENT_1,2.7828
2025-01-01 08:20:30,BATT_CURRENT_2,3.0792
2025-01-01 08:20:40,BATT_TEMP_1,29.5956
2025-01-01 08:20:50,BATT_TEMP_2,29.8844
2025-01-01 08:21:00,BATT_SOC,84.6551
2025-01-01 08:21:10,SOLAR_PANEL_VOLT_A,30.8851
2025-01-01 08:21:20,SOLAR_PANEL_VOLT_B,29.4177
2025-01-01 08:21:30,SOLAR_PANEL_CURR_A,6.2929
2025-01-01 08:21:40,SOLAR_PANEL_CURR_B,4.679
2025-01-01 08:21:50,SOLAR_POWER_TOTAL,115.0094
2025-01-01 08:22:00,BUS_VOLTAGE,28.2928
2025-01-01 08:22:10,BUS_CURRENT,7.0888
2025-01-01 08:22:20,THRUSTER_TEMP_1,24.8351
2025-01-01 08:22:30,THRUSTER_TEMP_2,21.1121
2025-01-01 08:22:40,PAYLOAD_TEMP_CAM,21.9534
2025-01-01 08:22:50,PAYLOAD_TEMP_SENSOR,23.34
2025-01-01 08:23:00,OBC_TEMP,35.6263
2025-01-01 08:23:10,TRANS_TEMP,31.4518
2025-01-01 08:23:20,STRUCT_TEMP_PANEL_X,5.4309
2025-01-01 08:23:30,STRUCT_TEMP_PANEL_Y,22.345
2025-01-01 08:23:40,STRUCT_TEMP_PANEL_Z,20.8635
2025-01-01 08:23:50,RADIATOR_TEMP,-21.8135
2025-01-01 08:24:00,GYRO_X,-0.012
2025-01-01 08:24:10,GYRO_Y,0.0022
2025-01-01 08:24:20,GYRO_Z,-0.0482
2025-01-01 08:24:30,MAGNETOMETER_X,16.537
2025-01-01 08:24:40,MAGNETOMETER_Y,-23.4781
2025-01-01 08:24:50,MAGNETOMETER_Z,13.0332
2025-01-01 08:25:00,REACTION_WHEEL_SPD_X,501.9366
2025-01-01 08:25:10,REACTION_WHEEL_SPD_Y,-1502.1406
2025-01-01 08:25:20,REACTION_WHEEL_SPD_Z,595.1857
2025-01-01 08:25:30,ATTITUDE_ROLL,-0.6323
2025-01-01 08:25:40,ATTITUDE_PITCH,-0.3561
2025-01-01 08:25:50,ATTITUDE_YAW,-3.4624
2025-01-01 08:26:00,STAR_TRACKER_VALID,0.2008
2025-01-01 08:26:10,SUN_SENSOR_ANGLE,112.6112
2025-01-01 08:26:20,RF_SIGNAL_STRENGTH,-58.1277
2025-01-01 08:26:30,RF_NOISE_FLOOR,-87.4774
2025-01-01 08:26:40,TX_POWER,3.5515
2025-01-01 08:26:50,LINK_MARGIN,13.8736
2025-01-01 08:27:00,DATA_RATE_KBPS,117.9343
2025-01-01 08:27:10,PACKET_LOSS_RATE,1.2407
2025-01-01 08:27:20,CPU_USAGE,35.8951
2025-01-01 08:27:30,MEMORY_USAGE,53.14
2025-01-01 08:27:40,FLASH_WRITE_RATE,1.6616
2025-01-01 08:27:50,WATCHDOG_COUNTER,76.8721
2025-01-01 08:28:00,TANK_PRESSURE,301.7439
2025-01-01 08:28:10,THRUSTER_VALVE_TEMP,15.4701
2025-01-01 08:28:20,BATT_VOLTAGE_1,28.1438
2025-01-01 08:28:30,BATT_VOLTAGE_2,28.4451
2025-01-01 08:28:40,BATT_CURRENT_1,1.5249
2025-01-01 08:28:50,BATT_CURRENT_2,1.7731
2025-01-01 08:29:00,BATT_TEMP_1,24.0906
2025-01-01 08:29:10,BATT_TEMP_2,19.5455
2025-01-01 08:29:20,BATT_SOC,72.3488
2025-01-01 08:29:30,SOLAR_PANEL_VOLT_A,29.4738
2025-01-01 08:29:40,SOLAR_PANEL_VOLT_B,32.1661
2025-01-01 08:29:50,SOLAR_PANEL_CURR_A,6.5856
2025-01-01 08:30:00,SOLAR_PANEL_CURR_B,3.8374
2025-01-01 08:30:10,SOLAR_POWER_TOTAL,114.0513
2025-01-01 08:30:20,BUS_VOLTAGE,28.061
2025-01-01 08:30:30,BUS_CURRENT,6.5209
2025-01-01 08:30:40,THRUSTER_TEMP_1,19.3876
2025-01-01 08:30:50,THRUSTER_TEMP_2,22.7089
2025-01-01 08:31:00,PAYLOAD_TEMP_CAM,20.0055
2025-01-01 08:31:10,PAYLOAD_TEMP_SENSOR,25.2101
2025-01-01 08:31:20,OBC_TEMP,37.7164
2025-01-01 08:31:30,TRANS_TEMP,34.6495
2025-01-01 08:31:40,STRUCT_TEMP_PANEL_X,26.8138
2025-01-01 08:31:50,STRUCT_TEMP_PANEL_Y,19.0516
2025-01-01 08:32:00,STRUCT_TEMP_PANEL_Z,16.5269
2025-01-01 08:32:10,RADIATOR_TEMP,-20.4881
2025-01-01 08:32:20,GYRO_X,-0.0328
2025-01-01 08:32:30,GYRO_Y,-0.0391
2025-01-01 08:32:40,GYRO_Z,-0.0437
2025-01-01 08:32:50,MAGNETOMETER_X,-16.4553
2025-01-01 08:33:00,MAGNETOMETER_Y,15.8517
2025-01-01 08:33:10,MAGNETOMETER_Z,20.5503
2025-01-01 08:33:20,REACTION_WHEEL_SPD_X,-1053.5403
2025-01-01 08:33:30,REACTION_WHEEL_SPD_Y,-1288.1577
2025-01-01 08:33:40,REACTION_WHEEL_SPD_Z,77.6869
2025-01-01 08:33:50,ATTITUDE_ROLL,0.8953
2025-01-01 08:34:00,ATTITUDE_PITCH,-1.6445
2025-01-01 08:34:10,ATTITUDE_YAW,0.5382
2025-01-01 08:34:20,STAR_TRACKER_VALID,0.3592
2025-01-01 08:34:30,SUN_SENSOR_ANGLE,40.6747
2025-01-01 08:34:40,RF_SIGNAL_STRENGTH,-61.7978
2025-01-01 08:34:50,RF_NOISE_FLOOR,-104.1574
2025-01-01 08:35:00,TX_POWER,3.3925
2025-01-01 08:35:10,LINK_MARGIN,9.9218
2025-01-01 08:35:20,DATA_RATE_KBPS,108.7718
2025-01-01 08:35:30,PACKET_LOSS_RATE,0.9318
2025-01-01 08:35:40,CPU_USAGE,45.9181
2025-01-01 08:35:50,MEMORY_USAGE,60.1208
2025-01-01 08:36:00,FLASH_WRITE_RATE,1.6517
2025-01-01 08:36:10,WATCHDOG_COUNTER,28.4047
2025-01-01 08:36:20,TANK_PRESSURE,297.1458
2025-01-01 08:36:30,THRUSTER_VALVE_TEMP,17.1377
2025-01-01 08:36:40,BATT_VOLTAGE_1,27.7786
2025-01-01 08:36:50,BATT_VOLTAGE_2,28.0425
2025-01-01 08:37:00,BATT_CURRENT_1,2.1171
2025-01-01 08:37:10,BATT_CURRENT_2,3.0889
2025-01-01 08:37:20,BATT_TEMP_1,28.4431
2025-01-01 08:37:30,BATT_TEMP_2,22.7257
2025-01-01 08:37:40,BATT_SOC,67.1854
2025-01-01 08:37:50,SOLAR_PANEL_VOLT_A,31.3408
2025-01-01 08:38:00,SOLAR_PANEL_VOLT_B,29.6378
2025-01-01 08:38:10,SOLAR_PANEL_CURR_A,4.2061
2025-01-01 08:38:20,SOLAR_PANEL_CURR_B,4.6798
2025-01-01 08:38:30,SOLAR_POWER_TOTAL,93.5642
2025-01-01 08:38:40,BUS_VOLTAGE,28.8154
2025-01-01 08:38:50,BUS_CURRENT,7.881
2025-01-01 08:39:00,THRUSTER_TEMP_1,24.625
2025-01-01 08:39:10,THRUSTER_TEMP_2,21.1766
2025-01-01 08:39:20,PAYLOAD_TEMP_CAM,21.2553
2025-01-01 08:39:30,PAYLOAD_TEMP_SENSOR,24.1098
2025-01-01 08:39:40,OBC_TEMP,39.7053
2025-01-01 08:39:50,TRANS_TEMP,33.8636
2025-01-01 08:40:00,STRUCT_TEMP_PANEL_X,20.9818
2025-01-01 08:40:10,STRUCT_TEMP_PANEL_Y,18.6045
2025-01-01 08:40:20,STRUCT_TEMP_PANEL_Z,5.0221
2025-01-01 08:40:30,RADIATOR_TEMP,-0.5891
2025-01-01 08:40:40,GYRO_X,0.0326
2025-01-01 08:40:50,GYRO_Y,0.0313
2025-01-01 08:41:00,GYRO_Z,0.0097
2025-01-01 08:41:10,MAGNETOMETER_X,27.4022
2025-01-01 08:41:20,MAGNETOMETER_Y,5.6536
2025-01-01 08:41:30,MAGNETOMETER_Z,27.9606
2025-01-01 08:41:40,REACTION_WHEEL_SPD_X,1444.1078
2025-01-01 08:41:50,REACTION_WHEEL_SPD_Y,-275.9492
2025-01-01 08:42:00,REACTION_WHEEL_SPD_Z,-1370.0077
2025-01-01 08:42:10,ATTITUDE_ROLL,0.9966
2025-01-01 08:42:20,ATTITUDE_PITCH,-0.6112
2025-01-01 08:42:30,ATTITUDE_YAW,-1.6282
2025-01-01 08:42:40,STAR_TRACKER_VALID,0.2553
2025-01-01 08:42:50,SUN_SENSOR_ANGLE,37.463
2025-01-01 08:43:00,RF_SIGNAL_STRENGTH,-67.4217
2025-01-01 08:43:10,RF_NOISE_FLOOR,-92.855
2025-01-01 08:43:20,TX_POWER,3.1351
2025-01-01 08:43:30,LINK_MARGIN,13.7581
2025-01-01 08:43:40,DATA_RATE_KBPS,94.3813
2025-01-01 08:43:50,PACKET_LOSS_RATE,0.4429
2025-01-01 08:44:00,CPU_USAGE,25.478
2025-01-01 08:44:10,MEMORY_USAGE,62.3227
2025-01-01 08:44:20,FLASH_WRITE_RATE,1.3548
2025-01-01 08:44:30,WATCHDOG_COUNTER,56.2759
2025-01-01 08:44:40,TANK_PRESSURE,291.7219
2025-01-01 08:44:50,THRUSTER_VALVE_TEMP,19.7102
2025-01-01 08:45:00,BATT_VOLTAGE_1,27.9894
2025-01-01 08:45:10,BATT_VOLTAGE_2,28.6259
2025-01-01 08:45:20,BATT_CURRENT_1,1.7433
2025-01-01 08:45:30,BATT_CURRENT_2,1.8232
2025-01-01 08:45:40,BATT_TEMP_1,21.1985
2025-01-01 08:45:50,BATT_TEMP_2,21.5933
2025-01-01 08:46:00,BATT_SOC,73.7734
2025-01-01 08:46:10,SOLAR_PANEL_VOLT_A,29.4139
2025-01-01 08:46:20,SOLAR_PANEL_VOLT_B,29.2758
2025-01-01 08:46:30,SOLAR_PANEL_CURR_A,5.9245
2025-01-01 08:46:40,SOLAR_PANEL_CURR_B,5.0032
2025-01-01 08:46:50,SOLAR_POWER_TOTAL,95.0965
2025-01-01 08:47:00,BUS_VOLTAGE,28.8958
2025-01-01 08:47:10,BUS_CURRENT,6.8272
2025-01-01 08:47:20,THRUSTER_TEMP_1,23.3199
2025-01-01 08:47:30,THRUSTER_TEMP_2,22.0052
2025-01-01 08:47:40,PAYLOAD_TEMP_CAM,20.3013
2025-01-01 08:47:50,PAYLOAD_TEMP_SENSOR,20.8283
2025-01-01 08:48:00,OBC_TEMP,38.462
2025-01-01 08:48:10,TRANS_TEMP,30.8495
2025-01-01 08:48:20,STRUCT_TEMP_PANEL_X,14.4994
2025-01-01 08:48:30,STRUCT_TEMP_PANEL_Y,19.9141
2025-01-01 08:48:40,STRUCT_TEMP_PANEL_Z,2.6042
2025-01-01 08:48:50,RADIATOR_TEMP,-19.3215
2025-01-01 08:49:00,GYRO_X,-0.0401
2025-01-01 08:49:10,GYRO_Y,0.0297
2025-01-01 08:49:20,GYRO_Z,-0.0223
2025-01-01 08:49:30,MAGNETOMETER_X,-7.4925
2025-01-01 08:49:40,MAGNETOMETER_Y,-2.7806
2025-01-01 08:49:50,MAGNETOMETER_Z,23.963
2025-01-01 08:50:00,REACTION_WHEEL_SPD_X,165.6074
2025-01-01 08:50:10,REACTION_WHEEL_SPD_Y,-1046.1622
2025-01-01 08:50:20,REACTION_WHEEL_SPD_Z,-821.3483
2025-01-01 08:50:30,ATTITUDE_ROLL,-1.4488
2025-01-01 08:50:40,ATTITUDE_PITCH,-1.5799
2025-01-01 08:50:50,ATTITUDE_YAW,0.3234
2025-01-01 08:51:00,STAR_TRACKER_VALID,0.2448
2025-01-01 08:51:10,SUN_SENSOR_ANGLE,78.6547
2025-01-01 08:51:20,RF_SIGNAL_STRENGTH,-59.8501
2025-01-01 08:51:30,RF_NOISE_FLOOR,-96.9093
2025-01-01 08:51:40,TX_POWER,2.3501
2025-01-01 08:51:50,LINK_MARGIN,14.5561
2025-01-01 08:52:00,DATA_RATE_KBPS,77.0087
2025-01-01 08:52:10,PACKET_LOSS_RATE,1.4387
2025-01-01 08:52:20,CPU_USAGE,24.4534
2025-01-01 08:52:30,MEMORY_USAGE,41.6394
2025-01-01 08:52:40,FLASH_WRITE_RATE,1.2068
2025-01-01 08:52:50,WATCHDOG_COUNTER,26.7686
2025-01-01 08:53:00,TANK_PRESSURE,300.2412
2025-01-01 08:53:10,THRUSTER_VALVE_TEMP,20.6866
2025-01-01 08:53:20,BATT_VOLTAGE_1,27.1262
2025-01-01 08:53:30,BATT_VOLTAGE_2,28.3361
2025-01-01 08:53:40,BATT_CURRENT_1,1.8408
2025-01-01 08:53:50,BATT_CURRENT_2,2.2218
2025-01-01 08:54:00,BATT_TEMP_1,25.6845
2025-01-01 08:54:10,BATT_TEMP_2,29.6143
2025-01-01 08:54:20,BATT_SOC,77.1698
2025-01-01 08:54:30,SOLAR_PANEL_VOLT_A,32.2783
2025-01-01 08:54:40,SOLAR_PANEL_VOLT_B,29.8838
2025-01-01 08:54:50,SOLAR_PANEL_CURR_A,6.9118
2025-01-01 08:55:00,SOLAR_PANEL_CURR_B,6.04
2025-01-01 08:55:10,SOLAR_POWER_TOTAL,100.501
2025-01-01 08:55:20,BUS_VOLTAGE,28.2317
2025-01-01 08:55:30,BUS_CURRENT,6.7363
2025-01-01 08:55:40,THRUSTER_TEMP_1,18.3345
2025-01-01 08:55:50,THRUSTER_TEMP_2,19.003
2025-01-01 08:56:00,PAYLOAD_TEMP_CAM,23.5507
2025-01-01 08:56:10,PAYLOAD_TEMP_SENSOR,20.9761
2025-01-01 08:56:20,OBC_TEMP,44.9378
2025-01-01 08:56:30,TRANS_TEMP,30.7684
2025-01-01 08:56:40,STRUCT_TEMP_PANEL_X,34.8675
2025-01-01 08:56:50,STRUCT_TEMP_PANEL_Y,31.1562
2025-01-01 08:57:00,STRUCT_TEMP_PANEL_Z,1.3353
2025-01-01 08:57:10,RADIATOR_TEMP,-9.8136
2025-01-01 08:57:20,GYRO_X,0.0268
2025-01-01 08:57:30,GYRO_Y,-0.0256
2025-01-01 08:57:40,GYRO_Z,0.0034
2025-01-01 08:57:50,MAGNETOMETER_X,-13.0548
2025-01-01 08:58:00,MAGNETOMETER_Y,20.7356
2025-01-01 08:58:10,MAGNETOMETER_Z,-30.9881
2025-01-01 08:58:20,REACTION_WHEEL_SPD_X,404.0283
2025-01-01 08:58:30,REACTION_WHEEL_SPD_Y,-1412.1607
2025-01-01 08:58:40,REACTION_WHEEL_SPD_Z,-1966.5643
2025-01-01 08:58:50,ATTITUDE_ROLL,0.615
2025-01-01 08:59:00,ATTITUDE_PITCH,1.4267
2025-01-01 08:59:10,ATTITUDE_YAW,-1.8535
2025-01-01 08:59:20,STAR_TRACKER_VALID,0.3241
2025-01-01 08:59:30,SUN_SENSOR_ANGLE,65.1027
2025-01-01 08:59:40,RF_SIGNAL_STRENGTH,-70.3496
2025-01-01 08:59:50,RF_NOISE_FLOOR,-99.7682
2025-01-01 09:00:00,TX_POWER,2.075
2025-01-01 09:00:10,LINK_MARGIN,19.4865
2025-01-01 09:00:20,DATA_RATE_KBPS,100.9947
2025-01-01 09:00:30,PACKET_LOSS_RATE,0.5337
2025-01-01 09:00:40,CPU_USAGE,24.3447
2025-01-01 09:00:50,MEMORY_USAGE,50.1797
2025-01-01 09:01:00,FLASH_WRITE_RATE,1.7845
2025-01-01 09:01:10,WATCHDOG_COUNTER,52.9929
2025-01-01 09:01:20,TANK_PRESSURE,293.5958
2025-01-01 09:01:30,THRUSTER_VALVE_TEMP,13.9946
2025-01-01 09:01:40,BATT_VOLTAGE_1,27.2678
2025-01-01 09:01:50,BATT_VOLTAGE_2,27.4936
2025-01-01 09:02:00,BATT_CURRENT_1,3.0
2025-01-01 09:02:10,BATT_CURRENT_2,2.2763
2025-01-01 09:02:20,BATT_TEMP_1,21.4684
2025-01-01 09:02:30,BATT_TEMP_2,26.9276
2025-01-01 09:02:40,BATT_SOC,73.8638
2025-01-01 09:02:50,SOLAR_PANEL_VOLT_A,31.2528
2025-01-01 09:03:00,SOLAR_PANEL_VOLT_B,32.5195
2025-01-01 09:03:10,SOLAR_PANEL_CURR_A,6.3735
2025-01-01 09:03:20,SOLAR_PANEL_CURR_B,3.9059
2025-01-01 09:03:30,SOLAR_POWER_TOTAL,115.3666
2025-01-01 09:03:40,BUS_VOLTAGE,28.7997
2025-01-01 09:03:50,BUS_CURRENT,9.2142
2025-01-01 09:04:00,THRUSTER_TEMP_1,25.805
2025-01-01 09:04:10,THRUSTER_TEMP_2,22.8885
2025-01-01 09:04:20,PAYLOAD_TEMP_CAM,23.1329
2025-01-01 09:04:30,PAYLOAD_TEMP_SENSOR,20.2453
2025-01-01 09:04:40,OBC_TEMP,44.2365
2025-01-01 09:04:50,TRANS_TEMP,37.4254
2025-01-01 09:05:00,STRUCT_TEMP_PANEL_X,24.1262
2025-01-01 09:05:10,STRUCT_TEMP_PANEL_Y,14.4167
2025-01-01 09:05:20,STRUCT_TEMP_PANEL_Z,19.7823
2025-01-01 09:05:30,RADIATOR_TEMP,-17.8287
2025-01-01 09:05:40,GYRO_X,-0.0114
2025-01-01 09:05:50,GYRO_Y,-0.0186
2025-01-01 09:06:00,GYRO_Z,0.0347
2025-01-01 09:06:10,MAGNETOMETER_X,-31.4299
2025-01-01 09:06:20,MAGNETOMETER_Y,-1.1486
2025-01-01 09:06:30,MAGNETOMETER_Z,11.3855
2025-01-01 09:06:40,REACTION_WHEEL_SPD_X,1230.8161
2025-01-01 09:06:50,REACTION_WHEEL_SPD_Y,588.0084
2025-01-01 09:07:00,REACTION_WHEEL_SPD_Z,379.933
2025-01-01 09:07:10,ATTITUDE_ROLL,0.9047
2025-01-01 09:07:20,ATTITUDE_PITCH,0.5892
2025-01-01 09:07:30,ATTITUDE_YAW,-1.7872
2025-01-01 09:07:40,STAR_TRACKER_VALID,0.3753
2025-01-01 09:07:50,SUN_SENSOR_ANGLE,110.2369
2025-01-01 09:08:00,RF_SIGNAL_STRENGTH,-73.3672
2025-01-01 09:08:10,RF_NOISE_FLOOR,-101.0329
2025-01-01 09:08:20,TX_POWER,1.7817
2025-01-01 09:08:30,LINK_MARGIN,15.929
2025-01-01 09:08:40,DATA_RATE_KBPS,113.5413
2025-01-01 09:08:50,PACKET_LOSS_RATE,0.9395
2025-01-01 09:09:00,CPU_USAGE,35.9373
