timestamp,parameter,value,hour,minute,second,day,month,weekday,is_weekend,minute_of_day,elapsed_sec
2025-01-01 07:48:30,SOLAR_POWER_TOTAL,92.163,7,48,30,1,1,2,0,468,28110.0
2025-01-01 07:48:40,BUS_VOLTAGE,28.8472,7,48,40,1,1,2,0,468,28120.0
2025-01-01 07:48:50,BUS_CURRENT,8.2502,7,48,50,1,1,2,0,468,28130.0
2025-01-01 07:49:00,THRUSTER_TEMP_1,25.9447,7,49,0,1,1,2,0,469,28140.0
2025-01-01 07:49:10,THRUSTER_TEMP_2,19.4095,7,49,10,1,1,2,0,469,28150.0
2025-01-01 07:49:20,PAYLOAD_TEMP_CAM,21.7269,7,49,20,1,1,2,0,469,28160.0
2025-01-01 07:49:30,PAYLOAD_TEMP_SENSOR,22.4041,7,49,30,1,1,2,0,469,28170.0
2025-01-01 07:49:40,OBC_TEMP,49.5612,7,49,40,1,1,2,0,469,28180.0
2025-01-01 07:49:50,TRANS_TEMP,32.4613,7,49,50,1,1,2,0,469,28190.0
2025-01-01 07:50:00,STRUCT_TEMP_PANEL_X,5.1852,7,50,0,1,1,2,0,470,28200.0
2025-01-01 07:50:10,STRUCT_TEMP_PANEL_Y,20.5917,7,50,10,1,1,2,0,470,28210.0
2025-01-01 07:50:20,STRUCT_TEMP_PANEL_Z,20.7943,7,50,20,1,1,2,0,470,28220.0
2025-01-01 07:50:30,RADIATOR_TEMP,-18.5313,7,50,30,1,1,2,0,470,28230.0
2025-01-01 07:50:40,GYRO_X,0.0245,7,50,40,1,1,2,0,470,28240.0
2025-01-01 07:50:50,GYRO_Y,0.0195,7,50,50,1,1,2,0,470,28250.0
2025-01-01 07:51:00,GYRO_Z,-0.0036,7,51,0,1,1,2,0,471,28260.0
2025-01-01 07:51:10,MAGNETOMETER_X,1.7542,7,51,10,1,1,2,0,471,28270.0
2025-01-01 07:51:20,MAGNETOMETER_Y,11.0774,7,51,20,1,1,2,0,471,28280.0
2025-01-01 07:51:30,MAGNETOMETER_Z,-35.9472,7,51,30,1,1,2,0,471,28290.0
2025-01-01 07:51:40,REACTION_WHEEL_SPD_X,-1212.5855,7,51,40,1,1,2,0,471,28300.0
2025-01-01 07:51:50,REACTION_WHEEL_SPD_Y,-147.3224,7,51,50,1,1,2,0,471,28310.0
2025-01-01 07:52:00,REACTION_WHEEL_SPD_Z,1281.5417,7,52,0,1,1,2,0,472,28320.0
2025-01-01 07:52:10,ATTITUDE_ROLL,0.755,7,52,10,1,1,2,0,472,28330.0
2025-01-01 07:52:20,ATTITUDE_PITCH,-1.6839,7,52,20,1,1,2,0,472,28340.0
2025-01-01 07:52:30,ATTITUDE_YAW,-0.8334,7,52,30,1,1,2,0,472,28350.0
2025-01-01 07:52:40,STAR_TRACKER_VALID,0.3649,7,52,40,1,1,2,0,472,28360.0
2025-01-01 07:52:50,SUN_SENSOR_ANGLE,72.8022,7,52,50,1,1,2,0,472,28370.0
2025-01-01 07:53:00,RF_SIGNAL_STRENGTH,-71.4637,7,53,0,1,1,2,0,473,28380.0
2025-01-01 07:53:10,RF_NOISE_FLOOR,-87.5244,7,53,10,1,1,2,0,473,28390.0
2025-01-01 07:53:20,TX_POWER,2.2221,7,53,20,1,1,2,0,473,28400.0
2025-01-01 07:53:30,LINK_MARGIN,13.0056,7,53,30,1,1,2,0,473,28410.0
2025-01-01 07:53:40,DATA_RATE_KBPS,83.3433,7,53,40,1,1,2,0,473,28420.0
2025-01-01 07:53:50,PACKET_LOSS_RATE,0.8134,7,53,50,1,1,2,0,473,28430.0
2025-01-01 07:54:00,CPU_USAGE,24.2514,7,54,0,1,1,2,0,474,28440.0
2025-01-01 07:54:10,MEMORY_USAGE,59.6962,7,54,10,1,1,2,0,474,28450.0
2025-01-01 07:54:20,FLASH_WRITE_RATE,1.715,7,54,20,1,1,2,0,474,28460.0
2025-01-01 07:54:30,WATCHDOG_COUNTER,56.0581,7,54,30,1,1,2,0,474,28470.0
2025-01-01 07:54:40,TANK_PRESSURE,305.4602,7,54,40,1,1,2,0,474,28480.0
2025-01-01 07:54:50,THRUSTER_VALVE_TEMP,19.4067,7,54,50,1,1,2,0,474,28490.0
2025-01-01 07:55:00,BATT_VOLTAGE_1,27.3083,7,55,0,1,1,2,0,475,28500.0
2025-01-01 07:55:10,BATT_VOLTAGE_2,28.5972,7,55,10,1,1,2,0,475,28510.0
2025-01-01 07:55:20,BATT_CURRENT_1,1.8348,7,55,20,1,1,2,0,475,28520.0
2025-01-01 07:55:30,BATT_CURRENT_2,1.9337,7,55,30,1,1,2,0,475,28530.0
2025-01-01 07:55:40,BATT_TEMP_1,21.8593,7,55,40,1,1,2,0,475,28540.0
2025-01-01 07:55:50,BATT_TEMP_2,29.7969,7,55,50,1,1,2,0,475,28550.0
2025-01-01 07:56:00,BATT_SOC,77.3232,7,56,0,1,1,2,0,476,28560.0
2025-01-01 07:56:10,SOLAR_PANEL_VOLT_A,30.5084,7,56,10,1,1,2,0,476,28570.0
2025-01-01 07:56:20,SOLAR_PANEL_VOLT_B,30.2955,7,56,20,1,1,2,0,476,28580.0
2025-01-01 07:56:30,SOLAR_PANEL_CURR_A,5.6721,7,56,30,1,1,2,0,476,28590.0
2025-01-01 07:56:40,SOLAR_PANEL_CURR_B,5.664,7,56,40,1,1,2,0,476,28600.0
2025-01-01 07:56:50,SOLAR_POWER_TOTAL,113.0224,7,56,50,1,1,2,0,476,28610.0
2025-01-01 07:57:00,BUS_VOLTAGE,28.5003,7,57,0,1,1,2,0,477,28620.0
2025-01-01 07:57:10,BUS_CURRENT,9.9046,7,57,10,1,1,2,0,477,28630.0
2025-01-01 07:57:20,THRUSTER_TEMP_1,24.3653,7,57,20,1,1,2,0,477,28640.0
2025-01-01 07:57:30,THRUSTER_TEMP_2,26.191,7,57,30,1,1,2,0,477,28650.0
2025-01-01 07:57:40,PAYLOAD_TEMP_CAM,22.8625,7,57,40,1,1,2,0,477,28660.0
2025-01-01 07:57:50,PAYLOAD_TEMP_SENSOR,20.7684,7,57,50,1,1,2,0,477,28670.0
2025-01-01 07:58:00,OBC_TEMP,36.0716,7,58,0,1,1,2,0,478,28680.0
2025-01-01 07:58:10,TRANS_TEMP,32.0111,7,58,10,1,1,2,0,478,28690.0
2025-01-01 07:58:20,STRUCT_TEMP_PANEL_X,5.5745,7,58,20,1,1,2,0,478,28700.0
2025-01-01 07:58:30,STRUCT_TEMP_PANEL_Y,31.9821,7,58,30,1,1,2,0,478,28710.0
2025-01-01 07:58:40,STRUCT_TEMP_PANEL_Z,4.4072,7,58,40,1,1,2,0,478,28720.0
2025-01-01 07:58:50,RADIATOR_TEMP,-4.6749,7,58,50,1,1,2,0,478,28730.0
2025-01-01 07:59:00,GYRO_X,-0.0393,7,59,0,1,1,2,0,479,28740.0
2025-01-01 07:59:10,GYRO_Y,-0.0319,7,59,10,1,1,2,0,479,28750.0
2025-01-01 07:59:20,GYRO_Z,-0.0108,7,59,20,1,1,2,0,479,28760.0
2025-01-01 07:59:30,MAGNETOMETER_X,-35.4529,7,59,30,1,1,2,0,479,28770.0
2025-01-01 07:59:40,MAGNETOMETER_Y,-9.2092,7,59,40,1,1,2,0,479,28780.0
2025-01-01 07:59:50,MAGNETOMETER_Z,-25.9052,7,59,50,1,1,2,0,479,28790.0
2025-01-01 08:00:00,REACTION_WHEEL_SPD_X,-1495.5419,8,0,0,1,1,2,0,480,28800.0
2025-01-01 08:00:10,REACTION_WHEEL_SPD_Y,888.0179,8,0,10,1,1,2,0,480,28810.0
2025-01-01 08:00:20,REACTION_WHEEL_SPD_Z,-899.812,8,0,20,1,1,2,0,480,28820.0
2025-01-01 08:00:30,ATTITUDE_ROLL,-0.0857,8,0,30,1,1,2,0,480,28830.0
2025-01-01 08:00:40,ATTITUDE_PITCH,1.0267,8,0,40,1,1,2,0,480,28840.0
2025-01-01 08:00:50,ATTITUDE_YAW,2.6705,8,0,50,1,1,2,0,480,28850.0
2025-01-01 08:01:00,STAR_TRACKER_VALID,0.2463,8,1,0,1,1,2,0,481,28860.0
2025-01-01 08:01:10,SUN_SENSOR_ANGLE,141.3901,8,1,10,1,1,2,0,481,28870.0
2025-01-01 08:01:20,RF_SIGNAL_STRENGTH,-75.2349,8,1,20,1,1,2,0,481,28880.0
2025-01-01 08:01:30,RF_NOISE_FLOOR,-99.1684,8,1,30,1,1,2,0,481,28890.0
2025-01-01 08:01:40,TX_POWER,3.9632,8,1,40,1,1,2,0,481,28900.0
2025-01-01 08:01:50,LINK_MARGIN,12.0959,8,1,50,1,1,2,0,481,28910.0
2025-01-01 08:02:00,DATA_RATE_KBPS,138.4539,8,2,0,1,1,2,0,482,28920.0
2025-01-01 08:02:10,PACKET_LOSS_RATE,1.3229,8,2,10,1,1,2,0,482,28930.0
2025-01-01 08:02:20,CPU_USAGE,46.9244,8,2,20,1,1,2,0,482,28940.0
2025-01-01 08:02:30,MEMORY_USAGE,58.0251,8,2,30,1,1,2,0,482,28950.0
2025-01-01 08:02:40,FLASH_WRITE_RATE,2.8951,8,2,40,1,1,2,0,482,28960.0
2025-01-01 08:02:50,WATCHDOG_COUNTER,25.7723,8,2,50,1,1,2,0,482,28970.0
2025-01-01 08:03:00,TANK_PRESSURE,291.9779,8,3,0,1,1,2,0,483,28980.0
2025-01-01 08:03:10,THRUSTER_VALVE_TEMP,17.2435,8,3,10,1,1,2,0,483,28990.0
2025-01-01 08:03:20,BATT_VOLTAGE_1,27.8537,8,3,20,1,1,2,0,483,29000.0
2025-01-01 08:03:30,BATT_VOLTAGE_2,28.4447,8,3,30,1,1,2,0,483,29010.0
2025-01-01 08:03:40,BATT_CURRENT_1,2.6359,8,3,40,1,1,2,0,483,29020.0
2025-01-01 08:03:50,BATT_CURRENT_2,2.9088,8,3,50,1,1,2,0,483,29030.0
2025-01-01 08:04:00,BATT_TEMP_1,29.2718,8,4,0,1,1,2,0,484,29040.0
2025-01-01 08:04:10,BATT_TEMP_2,22.4312,8,4,10,1,1,2,0,484,29050.0
2025-01-01 08:04:20,BATT_SOC,73.74,8,4,20,1,1,2,0,484,29060.0
2025-01-01 08:04:30,SOLAR_PANEL_VOLT_A,29.8862,8,4,30,1,1,2,0,484,29070.0
2025-01-01 08:04:40,SOLAR_PANEL_VOLT_B,30.6885,8,4,40,1,1,2,0,484,29080.0
2025-01-01 08:04:50,SOLAR_PANEL_CURR_A,5.9351,8,4,50,1,1,2,0,484,29090.0
2025-01-01 08:05:00,SOLAR_PANEL_CURR_B,4.1096,8,5,0,1,1,2,0,485,29100.0
2025-01-01 08:05:10,SOLAR_POWER_TOTAL,118.2649,8,5,10,1,1,2,0,485,29110.0
2025-01-01 08:05:20,BUS_VOLTAGE,28.851,8,5,20,1,1,2,0,485,29120.0
2025-01-01 08:05:30,BUS_CURRENT,8.9326,8,5,30,1,1,2,0,485,29130.0
2025-01-01 08:05:40,THRUSTER_TEMP_1,21.1715,8,5,40,1,1,2,0,485,29140.0
2025-01-01 08:05:50,THRUSTER_TEMP_2,22.8262,8,5,50,1,1,2,0,485,29150.0
2025-01-01 08:06:00,PAYLOAD_TEMP_CAM,22.9962,8,6,0,1,1,2,0,486,29160.0
2025-01-01 08:06:10,PAYLOAD_TEMP_SENSOR,24.8071,8,6,10,1,1,2,0,486,29170.0
2025-01-01 08:06:20,OBC_TEMP,37.1415,8,6,20,1,1,2,0,486,29180.0
2025-01-01 08:06:30,TRANS_TEMP,34.4777,8,6,30,1,1,2,0,486,29190.0
2025-01-01 08:06:40,STRUCT_TEMP_PANEL_X,21.1442,8,6,40,1,1,2,0,486,29200.0
2025-01-01 08:06:50,STRUCT_TEMP_PANEL_Y,12.8823,8,6,50,1,1,2,0,486,29210.0
2025-01-01 08:07:00,STRUCT_TEMP_PANEL_Z,11.9258,8,7,0,1,1,2,0,487,29220.0
2025-01-01 08:07:10,RADIATOR_TEMP,-15.5745,8,7,10,1,1,2,0,487,29230.0
2025-01-01 08:07:20,GYRO_X,0.0445,8,7,20,1,1,2,0,487,29240.0
2025-01-01 08:07:30,GYRO_Y,-0.0391,8,7,30,1,1,2,0,487,29250.0
2025-01-01 08:07:40,GYRO_Z,-0.0118,8,7,40,1,1,2,0,487,29260.0
2025-01-01 08:07:50,MAGNETOMETER_X,2.8264,8,7,50,1,1,2,0,487,29270.0
2025-01-01 08:08:00,MAGNETOMETER_Y,-28.4758,8,8,0,1,1,2,0,488,29280.0
2025-01-01 08:08:10,MAGNETOMETER_Z,-26.3764,8,8,10,1,1,2,0,488,29290.0
2025-01-01 08:08:20,REACTION_WHEEL_SPD_X,1183.2985,8,8,20,1,1,2,0,488,29300.0
2025-01-01 08:08:30,REACTION_WHEEL_SPD_Y,1206.9342,8,8,30,1,1,2,0,488,29310.0
2025-01-01 08:08:40,REACTION_WHEEL_SPD_Z,414.1625,8,8,40,1,1,2,0,488,29320.0
2025-01-01 08:08:50,ATTITUDE_ROLL,0.3105,8,8,50,1,1,2,0,488,29330.0
2025-01-01 08:09:00,ATTITUDE_PITCH,1.2973,8,9,0,1,1,2,0,489,29340.0
2025-01-01 08:09:10,ATTITUDE_YAW,-0.9166,8,9,10,1,1,2,0,489,29350.0
2025-01-01 08:09:20,STAR_TRACKER_VALID,0.57,8,9,20,1,1,2,0,489,29360.0
2025-01-01 08:09:30,SUN_SENSOR_ANGLE,52.3641,8,9,30,1,1,2,0,489,29370.0
2025-01-01 08:09:40,RF_SIGNAL_STRENGTH,-63.5544,8,9,40,1,1,2,0,489,29380.0
2025-01-01 08:09:50,RF_NOISE_FLOOR,-88.638,8,9,50,1,1,2,0,489,29390.0
2025-01-01 08:10:00,TX_POWER,3.1102,8,10,0,1,1,2,0,490,29400.0
2025-01-01 08:10:10,LINK_MARGIN,20.0318,8,10,10,1,1,2,0,490,29410.0
2025-01-01 08:10:20,DATA_RATE_KBPS,156.0522,8,10,20,1,1,2,0,490,29420.0
2025-01-01 08:10:30,PACKET_LOSS_RATE,1.3158,8,10,30,1,1,2,0,490,29430.0
2025-01-01 08:10:40,CPU_USAGE,33.7615,8,10,40,1,1,2,0,490,29440.0
2025-01-01 08:10:50,MEMORY_USAGE,59.1379,8,10,50,1,1,2,0,490,29450.0
2025-01-01 08:11:00,FLASH_WRITE_RATE,1.4859,8,11,0,1,1,2,0,491,29460.0
2025-01-01 08:11:10,WATCHDOG_COUNTER,69.2663,8,11,10,1,1,2,0,491,29470.0
2025-01-01 08:11:20,TANK_PRESSURE,302.1587,8,11,20,1,1,2,0,491,29480.0
2025-01-01 08:11:30,THRUSTER_VALVE_TEMP,19.5239,8,11,30,1,1,2,0,491,29490.0
2025-01-01 08:11:40,BATT_VOLTAGE_1,27.3838,8,11,40,1,1,2,0,491,29500.0
2025-01-01 08:11:50,BATT_VOLTAGE_2,27.1621,8,11,50,1,1,2,0,491,29510.0
2025-01-01 08:12:00,BATT_CURRENT_1,2.2535,8,12,0,1,1,2,0,492,29520.0
2025-01-01 08:12:10,BATT_CURRENT_2,2.7732,8,12,10,1,1,2,0,492,29530.0
2025-01-01 08:12:20,BATT_TEMP_1,20.725,8,12,20,1,1,2,0,492,29540.0
2025-01-01 08:12:30,BATT_TEMP_2,19.2661,8,12,30,1,1,2,0,492,29550.0
2025-01-01 08:12:40,BATT_SOC,80.3201,8,12,40,1,1,2,0,492,29560.0
2025-01-01 08:12:50,SOLAR_PANEL_VOLT_A,29.1121,8,12,50,1,1,2,0,492,29570.0
2025-01-01 08:13:00,SOLAR_PANEL_VOLT_B,29.9867,8,13,0,1,1,2,0,493,29580.0
2025-01-01 08:13:10,SOLAR_PANEL_CURR_A,4.3626,8,13,10,1,1,2,0,493,29590.0
2025-01-01 08:13:20,SOLAR_PANEL_CURR_B,6.6855,8,13,20,1,1,2,0,493,29600.0
2025-01-01 08:13:30,SOLAR_POWER_TOTAL,90.9724,8,13,30,1,1,2,0,493,29610.0
2025-01-01 08:13:40,BUS_VOLTAGE,27.9406,8,13,40,1,1,2,0,493,29620.0
2025-01-01 08:13:50,BUS_CURRENT,8.2857,8,13,50,1,1,2,0,493,29630.0
2025-01-01 08:14:00,THRUSTER_TEMP_1,25.0584,8,14,0,1,1,2,0,494,29640.0
2025-01-01 08:14:10,THRUSTER_TEMP_2,25.2885,8,14,10,1,1,2,0,494,29650.0
2025-01-01 08:14:20,PAYLOAD_TEMP_CAM,21.3399,8,14,20,1,1,2,0,494,29660.0
2025-01-01 08:14:30,PAYLOAD_TEMP_SENSOR,24.5234,8,14,30,1,1,2,0,494,29670.0
2025-01-01 08:14:40,OBC_TEMP,43.6648,8,14,40,1,1,2,0,494,29680.0
2025-01-01 08:14:50,TRANS_TEMP,42.2633,8,14,50,1,1,2,0,494,29690.0
2025-01-01 08:15:00,STRUCT_TEMP_PANEL_X,2.6931,8,15,0,1,1,2,0,495,29700.0
2025-01-01 08:15:10,STRUCT_TEMP_PANEL_Y,11.7997,8,15,10,1,1,2,0,495,29710.0
2025-01-01 08:15:20,STRUCT_TEMP_PANEL_Z,5.5282,8,15,20,1,1,2,0,495,29720.0
2025-01-01 08:15:30,RADIATOR_TEMP,-21.451,8,15,30,1,1,2,0,495,29730.0
2025-01-01 08:15:40,GYRO_X,-0.0193,8,15,40,1,1,2,0,495,29740.0
2025-01-01 08:15:50,GYRO_Y,-0.0229,8,15,50,1,1,2,0,495,29750.0
2025-01-01 08:16:00,GYRO_Z,0.0203,8,16,0,1,1,2,0,496,29760.0
2025-01-01 08:16:10,MAGNETOMETER_X,-15.9659,8,16,10,1,1,2,0,496,29770.0
2025-01-01 08:16:20,MAGNETOMETER_Y,-33.5056,8,16,20,1,1,2,0,496,29780.0
2025-01-01 08:16:30,MAGNETOMETER_Z,16.1542,8,16,30,1,1,2,0,496,29790.0
2025-01-01 08:16:40,REACTION_WHEEL_SPD_X,1245.4418,8,16,40,1,1,2,0,496,29800.0
2025-01-01 08:16:50,REACTION_WHEEL_SPD_Y,-1660.5019,8,16,50,1,1,2,0,496,29810.0
2025-01-01 08:17:00,REACTION_WHEEL_SPD_Z,-1357.9116,8,17,0,1,1,2,0,497,29820.0
2025-01-01 08:17:10,ATTITUDE_ROLL,0.2775,8,17,10,1,1,2,0,497,29830.0
2025-01-01 08:17:20,ATTITUDE_PITCH,1.267,8,17,20,1,1,2,0,497,29840.0
2025-01-01 08:17:30,ATTITUDE_YAW,2.0674,8,17,30,1,1,2,0,497,29850.0
2025-01-01 08:17:40,STAR_TRACKER_VALID,0.5188,8,17,40,1,1,2,0,497,29860.0
2025-01-01 08:17:50,SUN_SENSOR_ANGLE,76.3797,8,17,50,1,1,2,0,497,29870.0
2025-01-01 08:18:00,RF_SIGNAL_STRENGTH,-74.8835,8,18,0,1,1,2,0,498,29880.0
2025-01-01 08:18:10,RF_NOISE_FLOOR,-97.4427,8,18,10,1,1,2,0,498,29890.0
2025-01-01 08:18:20,TX_POWER,2.8694,8,18,20,1,1,2,0,498,29900.0
2025-01-01 08:18:30,LINK_MARGIN,9.288,8,18,30,1,1,2,0,498,29910.0
2025-01-01 08:18:40,DATA_RATE_KBPS,90.2024,8,18,40,1,1,2,0,498,29920.0
2025-01-01 08:18:50,PACKET_LOSS_RATE,0.8026,8,18,50,1,1,2,0,498,29930.0
2025-01-01 08:19:00,CPU_USAGE,21.19,8,19,0,1,1,2,0,499,29940.0
2025-01-01 08:19:10,MEMORY_USAGE,52.5489,8,19,10,1,1,2,0,499,29950.0
2025-01-01 08:19:20,FLASH_WRITE_RATE,2.1147,8,19,20,1,1,2,0,499,29960.0
2025-01-01 08:19:30,WATCHDOG_COUNTER,39.1741,8,19,30,1,1,2,0,499,29970.0
2025-01-01 08:19:40,TANK_PRESSURE,308.4348,8,19,40,1,1,2,0,499,29980.0
2025-01-01 08:19:50,THRUSTER_VALVE_TEMP,16.5527,8,19,50,1,1,2,0,499,29990.0
2025-01-01 08:20:00,BATT_VOLTAGE_1,27.9989,8,20,0,1,1,2,0,500,30000.0
2025-01-01 08:20:10,BATT_VOLTAGE_2,28.0341,8,20,10,1,1,2,0,500,30010.0
2025-01-01 08:20:20,BATT_CURRENT_1,2.7828,8,20,20,1,1,2,0,500,30020.0
2025-01-01 08:20:30,BATT_CURRENT_2,3.0792,8,20,30,1,1,2,0,500,30030.0
2025-01-01 08:20:40,BATT_TEMP_1,29.5956,8,20,40,1,1,2,0,500,30040.0
2025-01-01 08:20:50,BATT_TEMP_2,29.8844,8,20,50,1,1,2,0,500,30050.0
2025-01-01 08:21:00,BATT_SOC,84.6551,8,21,0,1,1,2,0,501,30060.0
2025-01-01 08:21:10,SOLAR_PANEL_VOLT_A,30.8851,8,21,10,1,1,2,0,501,30070.0
2025-01-01 08:21:20,SOLAR_PANEL_VOLT_B,29.4177,8,21,20,1,1,2,0,501,30080.0
2025-01-01 08:21:30,SOLAR_PANEL_CURR_A,6.2929,8,21,30,1,1,2,0,501,30090.0
2025-01-01 08:21:40,SOLAR_PANEL_CURR_B,4.679,8,21,40,1,1,2,0,501,30100.0
2025-01-01 08:21:50,SOLAR_POWER_TOTAL,115.0094,8,21,50,1,1,2,0,501,30110.0
2025-01-01 08:22:00,BUS_VOLTAGE,28.2928,8,22,0,1,1,2,0,502,30120.0
2025-01-01 08:22:10,BUS_CURRENT,7.0888,8,22,10,1,1,2,0,502,30130.0
2025-01-01 08:22:20,THRUSTER_TEMP_1,24.8351,8,22,20,1,1,2,0,502,30140.0
2025-01-01 08:22:30,THRUSTER_TEMP_2,21.1121,8,22,30,1,1,2,0,502,30150.0
2025-01-01 08:22:40,PAYLOAD_TEMP_CAM,21.9534,8,22,40,1,1,2,0,502,30160.0
2025-01-01 08:22:50,PAYLOAD_TEMP_SENSOR,23.34,8,22,50,1,1,2,0,502,30170.0
2025-01-01 08:23:00,OBC_TEMP,35.6263,8,23,0,1,1,2,0,503,30180.0
2025-01-01 08:23:10,TRANS_TEMP,31.4518,8,23,10,1,1,2,0,503,30190.0
2025-01-01 08:23:20,STRUCT_TEMP_PANEL_X,5.4309,8,23,20,1,1,2,0,503,30200.0
2025-01-01 08:23:30,STRUCT_TEMP_PANEL_Y,22.345,8,23,30,1,1,2,0,503,30210.0
2025-01-01 08:23:40,STRUCT_TEMP_PANEL_Z,20.8635,8,23,40,1,1,2,0,503,30220.0
2025-01-01 08:23:50,RADIATOR_TEMP,-21.8135,8,23,50,1,1,2,0,503,30230.0
2025-01-01 08:24:00,GYRO_X,-0.012,8,24,0,1,1,2,0,504,30240.0
2025-01-01 08:24:10,GYRO_Y,0.0022,8,24,10,1,1,2,0,504,30250.0
2025-01-01 08:24:20,GYRO_Z,-0.0482,8,24,20,1,1,2,0,504,30260.0
2025-01-01 08:24:30,MAGNETOMETER_X,16.537,8,24,30,1,1,2,0,504,30270.0
2025-01-01 08:24:40,MAGNETOMETER_Y,-23.4781,8,24,40,1,1,2,0,504,30280.0
2025-01-01 08:24:50,MAGNETOMETER_Z,13.0332,8,24,50,1,1,2,0,504,30290.0
2025-01-01 08:25:00,REACTION_WHEEL_SPD_X,501.9366,8,25,0,1,1,2,0,505,30300.0
2025-01-01 08:25:10,REACTION_WHEEL_SPD_Y,-1502.1406,8,25,10,1,1,2,0,505,30310.0
2025-01-01 08:25:20,REACTION_WHEEL_SPD_Z,595.1857,8,25,20,1,1,2,0,505,30320.0
2025-01-01 08:25:30,ATTITUDE_ROLL,-0.6323,8,25,30,1,1,2,0,505,30330.0
2025-01-01 08:25:40,ATTITUDE_PITCH,-0.3561,8,25,40,1,1,2,0,505,30340.0
2025-01-01 08:25:50,ATTITUDE_YAW,-3.4624,8,25,50,1,1,2,0,505,30350.0
2025-01-01 08:26:00,STAR_TRACKER_VALID,0.2008,8,26,0,1,1,2,0,506,30360.0
2025-01-01 08:26:10,SUN_SENSOR_ANGLE,112.6112,8,26,10,1,1,2,0,506,30370.0
2025-01-01 08:26:20,RF_SIGNAL_STRENGTH,-58.1277,8,26,20,1,1,2,0,506,30380.0
2025-01-01 08:26:30,RF_NOISE_FLOOR,-87.4774,8,26,30,1,1,2,0,506,30390.0
2025-01-01 08:26:40,TX_POWER,3.5515,8,26,40,1,1,2,0,506,30400.0
2025-01-01 08:26:50,LINK_MARGIN,13.8736,8,26,50,1,1,2,0,506,30410.0
2025-01-01 08:27:00,DATA_RATE_KBPS,117.9343,8,27,0,1,1,2,0,507,30420.0
2025-01-01 08:27:10,PACKET_LOSS_RATE,1.2407,8,27,10,1,1,2,0,507,30430.0
2025-01-01 08:27:20,CPU_USAGE,35.8951,8,27,20,1,1,2,0,507,30440.0
2025-01-01 08:27:30,MEMORY_USAGE,53.14,8,27,30,1,1,2,0,507,30450.0
2025-01-01 08:27:40,FLASH_WRITE_RATE,1.6616,8,27,40,1,1,2,0,507,30460.0
2025-01-01 08:27:50,WATCHDOG_COUNTER,76.8721,8,27,50,1,1,2,0,507,30470.0
2025-01-01 08:28:00,TANK_PRESSURE,301.7439,8,28,0,1,1,2,0,508,30480.0
2025-01-01 08:28:10,THRUSTER_VALVE_TEMP,15.4701,8,28,10,1,1,2,0,508,30490.0
2025-01-01 08:28:20,BATT_VOLTAGE_1,28.1438,8,28,20,1,1,2,0,508,30500.0
2025-01-01 08:28:30,BATT_VOLTAGE_2,28.4451,8,28,30,1,1,2,0,508,30510.0
2025-01-01 08:28:40,BATT_CURRENT_1,1.5249,8,28,40,1,1,2,0,508,30520.0
2025-01-01 08:28:50,BATT_CURRENT_2,1.7731,8,28,50,1,1,2,0,508,30530.0
2025-01-01 08:29:00,BATT_TEMP_1,24.0906,8,29,0,1,1,2,0,509,30540.0
2025-01-01 08:29:10,BATT_TEMP_2,19.5455,8,29,10,1,1,2,0,509,30550.0
2025-01-01 08:29:20,BATT_SOC,72.3488,8,29,20,1,1,2,0,509,30560.0
2025-01-01 08:29:30,SOLAR_PANEL_VOLT_A,29.4738,8,29,30,1,1,2,0,509,30570.0
2025-01-01 08:29:40,SOLAR_PANEL_VOLT_B,32.1661,8,29,40,1,1,2,0,509,30580.0
2025-01-01 08:29:50,SOLAR_PANEL_CURR_A,6.5856,8,29,50,1,1,2,0,509,30590.0
2025-01-01 08:30:00,SOLAR_PANEL_CURR_B,3.8374,8,30,0,1,1,2,0,510,30600.0
2025-01-01 08:30:10,SOLAR_POWER_TOTAL,114.0513,8,30,10,1,1,2,0,510,30610.0
2025-01-01 08:30:20,BUS_VOLTAGE,28.061,8,30,20,1,1,2,0,510,30620.0
2025-01-01 08:30:30,BUS_CURRENT,6.5209,8,30,30,1,1,2,0,510,30630.0
2025-01-01 08:30:40,THRUSTER_TEMP_1,19.3876,8,30,40,1,1,2,0,510,30640.0
2025-01-01 08:30:50,THRUSTER_TEMP_2,22.7089,8,30,50,1,1,2,0,510,30650.0
2025-01-01 08:31:00,PAYLOAD_TEMP_CAM,20.0055,8,31,0,1,1,2,0,511,30660.0
2025-01-01 08:31:10,PAYLOAD_TEMP_SENSOR,25.2101,8,31,10,1,1,2,0,511,30670.0
2025-01-01 08:31:20,OBC_TEMP,37.7164,8,31,20,1,1,2,0,511,30680.0
2025-01-01 08:31:30,TRANS_TEMP,34.6495,8,31,30,1,1,2,0,511,30690.0
2025-01-01 08:31:40,STRUCT_TEMP_PANEL_X,26.8138,8,31,40,1,1,2,0,511,30700.0
2025-01-01 08:31:50,STRUCT_TEMP_PANEL_Y,19.0516,8,31,50,1,1,2,0,511,30710.0
2025-01-01 08:32:00,STRUCT_TEMP_PANEL_Z,16.5269,8,32,0,1,1,2,0,512,30720.0
2025-01-01 08:32:10,RADIATOR_TEMP,-20.4881,8,32,10,1,1,2,0,512,30730.0
2025-01-01 08:32:20,GYRO_X,-0.0328,8,32,20,1,1,2,0,512,30740.0
2025-01-01 08:32:30,GYRO_Y,-0.0391,8,32,30,1,1,2,0,512,30750.0
